,sample_id,grn_n,grn_mean,grn_sd,red_n,red_mean,red_sd
6939,10747376,21,11166,1104,21,2965,783
6949,10747393,13,3734,665,13,507,280
6950,10747399,18,1133,404,18,15992,2141
6956,10747451,13,704,262,13,19720,2312
6994,10748359,9,2203,297,9,28067,2301
6995,10748360,10,9912,1674,10,6410,1041
6999,10748373,9,1972,534,9,9601,565
7022,10749313,9,4031,290,9,436,371
7035,10749403,11,15861,786,11,4250,712
7041,10749419,13,9839,1046,13,709,459
7044,10749429,13,697,346,13,15495,1826
7046,10749436,15,7188,1336,15,8991,2292
7054,10749474,5,3872,194,5,873,202
7057,10749479,26,18704,1510,26,3888,1037
7058,10749482,12,6304,966,12,792,331
7074,10750315,5,506,90,5,742,390
7092,10750385,10,8535,884,10,6898,986
7095,10750398,10,323,181,10,916,453
7098,10750451,11,10089,1000,11,920,369
7134,10751432,10,2070,319,10,33580,2090
7142,10751468,13,10935,1546,13,1855,358
7150,10751493,15,1012,401,15,11891,2377
7167,10752360,9,15077,1503,9,7036,926
7179,10752452,17,2029,324,17,22059,1994
7188,10752509,11,2867,814,11,25236,2193
7189,10753300,13,12026,1357,13,10091,1498
7201,10753334,15,426,224,15,14285,1851
7204,10753344,12,709,101,12,790,371
7216,10753373,12,14610,989,12,3678,1315
7245,10754324,9,4015,448,9,3504,1111
7261,10754377,13,604,233,13,9746,1609
7262,10754380,15,1801,542,15,22884,2940
7267,10754387,16,6029,742,16,26471,2511
7271,10754392,14,17243,1611,14,4351,1119
7272,10754395,14,3030,458,14,1058,388
7277,10754456,16,17623,2577,16,1402,535
7295,10755332,12,370,161,12,1401,699
7311,10755434,9,1004,269,9,12929,2033
7312,10755435,11,8190,798,11,1158,471
7318,10755468,13,8160,605,13,20707,2238
7328,10755510,12,14824,1709,12,6155,1351
7336,10756318,10,412,244,10,1776,789
7338,10756327,7,11486,1025,7,2377,585
7339,10756334,13,9056,1732,13,3969,1132
7360,10756438,15,17929,1676,15,2369,623
7368,10756467,18,3068,540,18,14368,1734
7382,10757317,12,4777,604,12,5254,664
7393,10757356,14,11375,1003,14,2792,494
7409,10757439,11,424,176,11,380,266
7412,10757454,16,6441,997,16,2324,812
7414,10757458,9,663,444,9,13657,1995
7415,10757459,7,10256,443,7,5287,1148
7446,10758427,10,52,28,10,578,388
7447,10758429,15,16415,1242,15,9312,1376
7448,10758434,13,1675,415,13,21343,2279
7487,10759377,8,1443,416,8,24138,3434
7502,10759480,7,672,394,7,1288,418
7519,10760341,14,1295,445,14,19475,1298
7530,10760380,11,960,312,11,889,734
7531,10760382,9,759,232,9,13277,1571
7533,10760384,15,1589,376,15,21599,1599
7546,10760452,17,16071,1599,17,3674,1115
7567,10761317,5,1830,116,5,24583,1384
7575,10761355,9,9192,821,9,15300,1652
7578,10761373,5,13014,1669,5,24986,1615
7605,10762321,15,1164,276,15,10638,1418
7609,10762347,9,503,266,9,1737,566
7618,10762403,17,3365,558,17,22842,2009
7649,10762499,11,11680,1009,11,2111,604
7655,10763310,12,6217,746,12,4356,990
7671,10763367,12,4063,379,12,26614,2208
7672,10763372,12,5325,452,12,1425,548
7683,10763395,10,13786,778,10,5214,1261
7692,10763472,14,7060,1136,14,1176,577
7693,10763480,17,2167,314,17,32962,2771
7703,10764317,13,7212,1008,13,659,543
7714,10764356,12,1703,488,12,17228,1558
7717,10764363,13,6540,745,13,1134,610
7733,10764451,6,9191,921,6,1693,383
7741,10764469,13,137,97,13,556,345
7746,10764503,16,7676,1203,16,1830,695
7776,10765430,11,16252,988,11,9113,1620
7791,10765474,3,12571,1568,3,7581,938
7795,10765491,11,412,221,11,362,260
7804,10766302,10,15439,1719,10,3088,1225
7816,10766326,11,853,335,11,953,582
7819,10766339,17,4550,426,17,28042,2150
7825,10766354,8,15359,1201,8,5716,820
7833,10766383,11,1082,411,11,5976,2173
7852,10766475,12,1653,416,12,22710,2516
7860,10767305,7,13199,1022,7,2804,769
7863,10767329,11,11252,1018,11,3978,1744
7893,10767442,19,1492,361,19,3766,771
7897,10767479,12,343,155,12,1325,765
7903,10767494,16,4049,736,16,1101,498
7906,10767498,10,1090,318,10,18468,1047
7911,10768313,8,17210,1080,8,1326,738
7920,10768369,9,11332,1010,9,1394,293
7921,10768371,19,485,200,19,1322,641
7930,10768414,21,6878,956,21,2326,771
7931,10768417,16,15754,1519,16,3493,958
7934,10768427,17,1442,326,17,20735,2187
7941,10768440,10,15966,1565,10,3882,1335
7953,10769300,12,5937,951,12,10385,1570
7963,10769344,7,797,268,7,20072,1498
7978,10769489,4,9114,445,4,933,181
7984,10770329,9,1124,375,9,11908,1108
7993,10770378,18,255,187,18,1523,605
8004,10770422,15,1233,329,15,18758,2800
8020,10770481,16,5064,637,16,31316,2722
8021,10770482,14,4277,570,14,1361,624
8029,10770505,19,543,309,19,19515,2848
8031,10770508,15,1748,438,15,613,378
8042,10771366,10,18906,1990,10,3594,565
8051,10771405,12,21645,2154,12,1751,523
8062,10771430,14,687,245,14,15383,1370
8066,10771446,17,1141,257,17,15497,1400
8074,10771499,13,1584,488,13,17527,1038
8080,10772328,12,258,192,12,5021,1015
8081,10772329,11,1525,450,11,2515,810
8083,10772347,13,1462,286,13,17177,1387
8093,10772402,15,3436,479,15,635,526
8097,10772415,14,17101,1563,14,1332,633
8109,10772435,7,12733,1041,7,1621,763
8111,10772441,8,281,199,8,3399,865
8112,10772445,8,16108,1679,8,590,450
8118,10772479,10,13543,654,10,2369,890
8129,10773329,6,6423,1717,6,1279,770
8131,10773332,9,10876,1141,9,1312,323
8151,10773415,10,321,261,10,10007,1091
8165,10773461,13,7582,1242,13,3950,750
8167,10773474,14,348,159,14,2480,937
8172,10773484,14,3835,430,14,16469,2095
8183,10774345,22,8481,978,22,3281,723
8207,10774432,14,519,206,14,1910,711
8212,10774455,14,983,285,14,2272,816
8225,10775309,10,1166,301,10,19409,1527
8232,10775357,10,1994,248,10,25603,1398
8238,10775401,7,5211,919,7,1676,794
8240,10775411,20,1965,473,20,450,340
8242,10775414,10,18353,1134,10,6954,1465
8247,10775424,9,11467,813,9,2438,780
8258,10775483,11,18387,1291,11,5773,1038
8274,10777307,15,8835,974,15,3441,974
8277,10777320,4,130,137,4,40,37
8287,10777351,11,13356,1576,11,5792,1395
8302,10777392,11,18538,946,11,10656,1026
8305,10777396,12,599,321,12,15432,1885
8307,10777451,8,19370,2051,8,2414,754
8310,10777454,11,6794,676,11,1033,490
8323,10778313,8,6402,608,8,684,481
8343,10778408,11,1100,500,11,18310,2719
8366,10778484,18,2447,708,18,6111,1535
8367,10778488,11,1390,519,11,1703,526
8370,10778501,7,645,246,7,21031,1941
8371,10778502,12,824,438,12,16338,2435
8375,10779301,11,1608,404,11,18569,2388
8382,10779357,16,729,254,16,11060,1109
8385,10779371,16,8648,1241,16,6719,1535
8387,10779378,11,14169,1484,11,1945,817
8408,10779477,10,1842,440,10,1487,403
8413,10779483,11,8204,983,11,5622,1023
8418,10779497,6,1807,225,6,30013,5386
8432,10780365,11,11736,918,11,1894,557
8439,10780415,8,1132,288,8,8953,754
8440,10780416,18,1011,321,18,971,679
8466,10780497,9,13945,813,9,3490,501
8488,10781404,11,11781,1598,11,1992,851
8500,10781446,14,14493,1194,14,20794,2062
8501,10781457,8,12469,1115,8,954,379
8506,10781488,13,1454,526,13,25199,1581
8508,10781494,21,2507,570,21,21092,2372
8510,10781501,14,309,147,14,896,316
8519,10782350,12,235,155,12,274,180
8531,10782419,15,1024,424,15,20163,1752
8532,10782426,8,1619,223,8,25723,2066
8549,10782483,6,320,200,6,819,378
8550,10782488,13,1679,335,13,17307,2352
8556,10782505,16,1959,348,16,19126,1703
8563,10783328,9,5408,562,9,815,375
8569,10783352,7,13163,1139,7,19437,1206
8571,10783365,10,12870,1110,10,2755,884
8583,10783412,14,9640,1033,14,28771,3631
8593,10783436,12,691,262,12,16752,1472
8612,10784307,8,1705,411,8,24426,1880
8621,10784342,17,2096,550,17,28378,2914
8653,10784490,11,10568,711,11,1072,441
8669,10785353,9,6140,557,9,2741,785
8670,10785365,8,744,324,8,3648,762
8674,10785405,13,3084,732,13,1402,373
8704,10786319,10,758,349,10,15050,1656
8720,10786380,15,2385,270,15,20918,2935
8723,10786386,8,23551,643,8,2520,1209
8732,10786451,16,9096,1057,16,1303,616
8734,10786460,11,5508,551,11,1019,689
8756,10787335,8,3810,654,8,4374,1077
8759,10787339,11,7072,829,11,1050,462
8768,10787376,15,7878,750,15,2815,973
8775,10787397,12,16453,1423,12,6686,698
8779,10787439,4,200,41,4,1840,770
8780,10787444,13,6965,560,13,655,397
8784,10787460,13,3255,655,13,997,663
8786,10787466,9,7046,906,9,492,322
8794,10787495,18,3058,423,18,18988,1625
8796,10789300,8,3269,550,8,424,308
8819,10789376,4,16861,1900,4,1827,768
8820,10789380,8,14646,661,8,3060,997
8826,10789397,14,16641,1722,14,7370,730
8829,10789439,12,1105,245,12,20565,1147
8832,10789453,4,13632,1452,4,2050,851
8837,10789462,17,8981,1134,17,1877,693
8840,10789470,11,1161,561,11,5045,1248
8849,10789507,17,3096,506,17,33996,2850
8853,10790306,5,22006,1333,5,1979,380
8863,10790337,12,10879,823,12,2214,486
8864,10790338,10,4073,639,10,14260,1342
8873,10790362,7,11669,1026,7,3213,505
8874,10790367,11,337,223,11,1684,719
8901,10790485,18,4317,668,18,910,560
8902,10790486,8,2164,307,8,20927,2334
8938,10791435,7,3711,612,7,940,502
8975,10792354,12,255,208,12,3278,1347
8986,10792387,12,6250,946,12,2356,898
8988,10792392,13,7137,905,13,2286,671
9019,10793345,15,3892,711,15,852,434
9030,10793400,17,19752,2167,17,26754,2079
9049,10793468,11,434,283,11,476,306
9075,10794371,16,3712,494,16,36172,3123
9077,10794379,13,5341,773,13,14053,2198
9082,10794411,12,7786,949,12,11715,2335
9094,10794457,15,4220,864,15,4338,1511
9137,10795383,16,1531,388,16,15688,1378
9153,10795460,8,3728,444,8,796,246
9188,10796471,12,644,335,12,695,514
9200,10797321,16,928,205,16,23197,1897
9208,10797374,13,11139,667,13,1978,811
9210,10797379,8,1330,334,8,4631,918
9214,10797408,16,1098,358,16,22624,2296
9217,10797411,17,790,355,17,20595,1616
9249,10798301,7,7583,273,7,903,340
9250,10798305,10,1317,415,10,16913,1824
9252,10798345,7,1735,750,7,20810,2446
9262,10798409,10,330,287,10,1108,658
9273,10798430,12,471,267,12,1148,399
9284,10798482,13,895,342,13,19998,1396
9289,10798493,12,1017,215,12,20041,2277
9301,10799353,11,2560,482,11,23999,1577
9316,10799419,14,2847,476,14,28251,2256
9380,10800470,12,3192,409,12,663,462
9386,10800503,12,7760,1237,12,1267,370
9388,10800509,17,901,305,17,16969,1528
9390,10801313,14,18265,1905,14,9516,994
9391,10801322,13,4917,762,13,27035,2755
9393,10801331,7,4697,505,7,13187,1399
9402,10801374,5,12962,123,5,3782,353
9405,10801401,16,16748,1155,16,1942,560
9412,10801416,6,1156,211,6,4671,658
9419,10801435,8,5717,856,8,21922,2428
9430,10801482,8,1300,405,8,6187,550
9435,10801498,8,9197,818,8,1033,553
9445,10802322,8,449,298,8,3884,827
9462,10802407,13,1054,287,13,4889,696
9465,10802413,12,9111,1466,12,1033,696
9469,10802420,23,3022,333,23,1024,611
9476,10802435,10,270,161,10,635,270
9490,10802493,10,6404,1189,10,3355,985
9491,10802497,10,1281,542,10,17172,1989
9497,10802508,6,9012,1520,6,1872,646
9512,10803343,6,1578,457,6,5712,1130
9521,10803362,15,19806,1725,15,2751,983
9525,10803380,14,15522,1647,14,749,391
9527,10803383,15,6139,903,15,13722,1478
9537,10803454,13,14085,1268,13,6691,1844
9543,10803480,8,2724,417,8,3438,1002
9561,10804368,18,1774,439,18,27637,1784
9566,10804401,10,128,91,10,357,295
9572,10804416,8,259,130,8,426,366
9601,10804497,8,9429,1488,8,14814,1597
9602,10804498,14,9472,986,14,3817,915
9604,10804502,16,265,207,16,1384,978
9611,10806313,9,349,295,9,250,186
9644,10806434,13,1340,256,13,16820,1516
9645,10806435,18,4630,653,18,17433,2573
9649,10806461,14,2303,693,14,12853,2524
9651,10806471,10,521,316,10,449,223
9655,10806482,11,3067,499,11,20893,2093
9664,10807308,10,1574,347,10,31009,1870
9671,10807339,8,11524,1064,8,1508,812
9699,10807486,12,1254,373,12,24763,2384
9700,10807487,14,15238,1331,14,1397,902
9704,10808305,11,6937,1087,11,1772,675
9705,10808309,7,10209,450,7,5600,723
9708,10808328,16,16325,1021,16,3872,1061
9716,10808369,5,12840,1077,5,25660,5312
9727,10808418,13,11637,1445,13,5436,1560
9750,10808499,13,10585,1128,13,1527,698
9754,10809306,22,19654,2071,22,4400,916
9755,10809308,6,2777,626,6,16362,715
9758,10809315,15,2400,593,15,28917,2869
9774,10809390,5,488,284,5,1273,492
9775,10809394,11,602,222,11,872,402
9778,10809437,10,21043,947,10,1793,528
9838,10810484,13,15622,2034,13,2920,824
9844,10810499,4,1491,426,4,14145,1129
9847,11600313,11,15141,1045,11,2487,659
9868,11600433,9,1658,466,9,19406,1549
9872,11600442,11,13881,1272,11,5236,783
9882,11600483,15,4906,426,15,3513,1122
9901,11601334,17,10165,896,17,1945,732
9906,11601342,11,1007,295,11,24304,2752
9911,11601360,15,1287,535,15,28601,2906
9928,11601462,13,13403,1313,13,1622,582
9947,11602378,9,3664,1066,9,1916,589
9949,11602401,3,6843,540,3,1389,220
9971,11602446,14,675,284,14,1403,784
9972,11602471,15,9082,1330,15,5107,1017
9974,11602477,8,17455,1982,8,2276,1047
9977,11602497,11,633,118,11,20494,1842
9985,11603332,17,2177,429,17,25554,2446
9994,11603403,17,1131,427,17,28646,4218
10007,11603424,13,12687,1765,13,7696,978
10012,11603434,12,233,176,12,1327,541
10015,11603447,26,492,196,26,8696,1038
10016,11603448,12,6364,1119,12,1030,555
10025,11603488,11,4417,736,11,11668,2536
10052,11604362,18,9372,913,18,4420,1018
10055,11604375,9,194,160,9,1117,576
10059,11604387,9,17625,1339,9,1970,806
10077,11604489,11,560,260,11,12322,1464
10079,11604500,3,15626,139,3,2271,152
10088,11605318,12,5510,644,12,1902,545
10089,11605325,20,2050,728,20,22439,2139
10092,11605341,13,4006,702,13,741,431
10094,11605351,11,2764,401,11,4728,948
10097,11605356,10,336,177,10,521,128
10103,11605377,9,3109,381,9,465,377
10112,11605396,10,1397,235,10,29171,2126
10121,11605467,7,7641,749,7,1167,405
10123,11605475,13,13908,1094,13,3422,1194
10131,11606310,14,4155,820,14,726,425
10134,11606318,14,2219,460,14,1353,752
10137,11606324,9,634,269,9,22063,1757
10150,11606377,11,1119,316,11,13345,2011
10152,11606382,8,10252,1903,8,985,358
10157,11606395,15,14826,993,15,1279,516
10158,11606398,16,1301,616,16,2024,548
10169,11606472,13,277,209,13,643,330
10179,11606507,18,2564,434,18,954,658
10197,11607360,11,11445,1116,11,2421,865
10200,11607367,15,4351,808,15,714,435
10202,11607375,14,1002,305,14,10306,1483
10204,11607381,17,18904,1885,17,2106,712
10211,11607397,15,17352,1128,15,4165,769
10215,11607458,7,5765,1063,7,2542,918
10227,11607507,12,11567,1998,12,3432,1314
10233,11608314,13,11912,812,13,1522,648
10253,11608383,13,6317,1069,13,979,296
10269,11608492,10,6016,433,10,22057,2201
10278,11609365,14,10989,1072,14,1986,614
10294,11609423,15,7556,815,15,8887,612
10307,11609461,7,4765,468,7,975,310
10324,11610336,11,13346,947,11,1238,762
10327,11610365,15,896,300,15,3875,1547
10330,11610369,10,463,198,10,11766,1871
10332,11610404,9,1609,229,9,4763,796
10344,11610430,18,7025,1048,18,1475,560
10347,11610436,9,16889,1204,9,8241,885
10351,11610446,10,595,364,10,21761,2724
10357,11610484,8,216,146,8,474,269
10368,11611347,11,1574,289,11,25923,2092
10374,11611368,9,3621,535,9,20881,1870
10385,11611421,18,1380,405,18,16692,1987
10389,11611426,7,5407,607,7,1126,627
10392,11611430,13,294,248,13,958,429
10397,11611461,15,800,252,15,14247,1772
10402,11611478,12,221,110,12,4317,1143
10409,11611504,16,17316,1562,16,1913,553
10410,11611506,11,2106,284,11,19843,1653
10417,11612331,13,3713,567,13,9317,2141
10419,11612336,11,10950,1472,11,11814,1393
10426,11612366,9,215,201,9,759,154
10428,11612371,15,20044,1832,15,5526,1190
10447,11612435,14,16818,1190,14,4674,1039
10448,11612442,14,12114,653,14,3501,771
10461,11612498,7,10649,716,7,810,148
10477,11613348,19,354,237,19,873,469
10481,11613372,17,17316,1182,17,9372,1385
10492,11613395,20,522,287,20,5319,936
10496,11613450,20,1197,339,20,17890,1881
10498,11613452,7,3840,174,7,1015,887
10517,11614307,15,654,354,15,19558,2114
10523,11614325,11,18172,2347,11,6265,985
10533,11614362,7,61,64,7,445,321
10534,11614363,15,11155,676,15,10742,1250
10551,11614467,10,15611,1219,10,2624,457
10553,11614472,14,299,158,14,672,462
10555,11614489,14,1986,470,14,28672,2758
10557,11614495,12,4633,638,12,934,455
10607,11615470,6,1287,506,6,477,140
10615,11616330,19,13742,1609,19,4565,911
10627,11616407,14,16210,1143,14,555,337
10637,11616422,12,754,354,12,9568,1041
10638,11616426,9,12962,1057,9,2709,987
10643,11616445,20,473,194,20,1140,668
10646,11616474,9,12409,1099,9,4319,512
10665,11617314,15,995,371,15,21613,2100
10681,11617381,13,406,228,13,4577,1472
10692,11617450,14,805,384,14,3240,580
10702,11617486,10,6205,437,10,1258,349
10713,11618318,20,17507,1251,20,5250,737
10715,11618323,13,1774,441,13,10271,1702
10735,11618385,9,188,125,9,959,587
10737,11618388,13,11640,1118,13,1593,648
10760,11618500,7,6598,113,7,1335,474
10771,11619352,12,7021,857,12,1348,703
10779,11619379,13,13319,1359,13,746,249
10785,11619412,14,15885,920,14,1141,512
10793,11619434,18,14214,1282,18,10654,1357
10796,11619446,15,9524,1669,15,3561,789
10800,11619461,16,5644,553,16,1159,456
10809,11620307,9,1015,389,9,11820,674
10816,11620348,17,14429,1227,17,2304,688
10820,11620356,15,2408,657,15,3915,1165
10824,11620375,12,4547,663,12,3842,1205
10827,11620384,9,9574,944,9,1055,533
10841,11620449,13,774,382,13,18480,2622
10842,11620450,9,17484,944,9,5111,1342
10844,11620453,16,908,368,16,4553,1041
10846,11620458,20,16357,2485,20,4572,1202
10849,11620465,14,15837,1288,14,12710,1188
10853,11620485,6,24116,1683,6,3340,1087
10867,11621337,10,323,313,10,4142,831
10873,11621355,9,1085,204,9,11657,1534
10915,11622335,9,6061,789,9,20959,2858
10942,11622439,7,2378,547,7,25986,4588
10951,11622460,6,2429,135,6,604,221
10987,11623394,4,3535,882,4,47402,747
11007,11624314,11,17622,1586,11,5077,216
11008,11624317,11,3167,779,11,661,279
11009,11624319,14,533,214,14,940,592
11019,11624359,12,202,145,12,666,432
11020,11624361,11,356,145,11,8449,1402
11023,11624380,19,11665,1218,19,6648,1670
11026,11624383,21,9455,1487,21,1128,494
11029,11624389,13,615,181,13,16720,1322
11033,11624394,4,1392,294,4,33518,1849
11046,11624490,14,14677,1676,14,2490,832
11048,11624495,11,341,246,11,1035,523
11057,11625325,11,331,230,11,482,381
11078,11625396,13,17030,1782,13,2873,521
11088,11625466,12,7991,635,12,1946,537
11096,11625487,4,6077,258,4,846,56
11115,11626341,8,679,136,8,10194,2227
11121,11626372,16,17226,1438,16,2702,991
11141,11626456,8,1698,435,8,24967,1298
11144,11626462,17,8205,750,17,18520,1471
11152,11626495,15,418,229,15,3435,891
11153,11626503,12,1936,329,12,5961,950
11159,11627319,5,748,427,5,11280,865
11165,11627342,13,14299,1365,13,1071,561
11167,11627355,10,1500,130,10,18312,1714
11171,11627373,12,14935,1021,12,2151,600
11188,11627480,12,16234,1021,12,2137,707
11189,11627485,18,11393,688,18,3608,750
11192,11627489,14,12778,967,14,2196,948
11193,11627492,8,10386,954,8,7171,1030
11203,11628336,15,1772,490,15,30110,3356
11219,11628416,21,436,302,21,6360,1418
11222,11628421,10,3206,510,10,19363,1283
11232,11628446,10,3141,560,10,24396,1650
11246,11628499,3,664,85,3,10334,2245
11261,11629402,3,776,157,3,9454,902
11269,11629424,5,479,328,5,15642,1288
11270,11629425,11,815,473,11,20575,2522
11278,11629457,11,18405,1983,11,3248,1020
11282,11629476,9,21814,1684,9,2734,901
11294,11630303,20,838,360,20,15313,2449
11315,11630382,15,781,304,15,7284,1360
11317,11630388,13,1784,358,13,21296,1109
11321,11630395,14,2125,393,14,11389,1652
11329,11630475,11,6119,1088,11,27566,3553
11335,11631301,11,538,80,11,24314,3409
11346,11631378,11,1777,342,11,7262,1217
11371,11631477,21,1911,474,21,24424,2533
11385,11632328,11,546,287,11,17494,1493
11388,11632349,9,1594,429,9,7579,966
11389,11632350,15,539,265,15,5268,1164
11399,11632408,12,612,239,12,15273,2677
11405,11632417,10,188,142,10,431,368
11408,11632420,16,13300,1598,16,1808,566
11414,11632435,13,16484,1486,13,2346,621
11426,11632502,13,9164,1164,13,1337,507
11435,11633317,12,16274,1045,12,4275,1038
11436,11633323,10,12418,1026,10,2474,717
11439,11633326,14,21272,1598,14,4729,1217
11445,11633343,7,1187,387,7,14432,965
11454,11633381,11,4352,426,11,16631,813
11458,11633386,8,1128,349,8,19992,1748
11464,11633399,12,442,374,12,1097,462
11471,11633463,16,5349,624,16,33152,1717
11472,11633466,14,1083,310,14,638,214
11482,11633509,8,11355,524,8,1400,860
11494,11634333,13,967,305,13,14945,1002
11497,11634339,11,6999,701,11,20939,2021
11499,11634354,14,4434,588,14,17600,1378
11502,11634360,14,1488,258,14,22724,1915
11515,11634397,10,1257,244,10,1234,543
11522,11634453,14,18622,1482,14,1987,844
11524,11634458,13,17772,1475,13,825,326
